"Batter_Name","line_bin","length_bin","Balls","Runs","SR"
"Wiaan Mulder","off","length",3,5,166.67
"Wiaan Mulder","line","length",1,1,100
"Wiaan Mulder","off","back of length",1,1,100
"Wiaan Mulder","line","back of length",1,0,0
"Wiaan Mulder","leg","back of length",1,1,100
"Wiaan Mulder","off","short",1,0,0
"Wiaan Mulder","leg","short",1,0,0
"Wanindu Hasaranga","off","yorker",4,8,200
"Wanindu Hasaranga","line","yorker",3,6,200
"Wanindu Hasaranga","leg","yorker",2,6,300
"Wanindu Hasaranga","off","full",3,3,100
"Wanindu Hasaranga","line","full",5,5,100
"Wanindu Hasaranga","leg","full",4,3,75
"Wanindu Hasaranga","off","length",8,5,62.5
"Wanindu Hasaranga","line","length",11,9,81.82
"Wanindu Hasaranga","leg","length",6,4,66.67
"Wanindu Hasaranga","off","back of length",13,9,69.23
"Wanindu Hasaranga","line","back of length",9,10,111.11
"Wanindu Hasaranga","leg","back of length",2,1,50
"Wanindu Hasaranga","off","short",3,7,233.33
"Wanindu Hasaranga","line","short",6,3,50
"Wanindu Hasaranga","leg","short",2,0,0
"Wanindu Hasaranga","off","bouncer",3,0,0
"Wanindu Hasaranga","line","bouncer",3,1,33.33
"Prince Yadav","off","yorker",1,0,0
"Prince Yadav","line","yorker",1,1,100
"Prince Yadav","off","full",1,1,100
"Prince Yadav","line","length",4,1,25
"Prince Yadav","leg","length",1,1,100
"Prince Yadav","off","back of length",1,0,0
"Prince Yadav","line","back of length",1,1,100
"Priyansh Arya","off","yorker",14,19,135.71
"Priyansh Arya","line","yorker",19,47,247.37
"Priyansh Arya","leg","yorker",4,7,175
"Priyansh Arya","off","full",15,15,100
"Priyansh Arya","line","full",28,66,235.71
"Priyansh Arya","leg","full",6,4,66.67
"Priyansh Arya","off","length",37,61,164.86
"Priyansh Arya","line","length",35,71,202.86
"Priyansh Arya","leg","length",7,20,285.71
"Priyansh Arya","off","back of length",32,59,184.38
"Priyansh Arya","line","back of length",34,65,191.18
"Priyansh Arya","leg","back of length",8,15,187.5
"Priyansh Arya","off","short",16,28,175
"Priyansh Arya","line","short",21,29,138.1
"Priyansh Arya","leg","short",5,8,160
"Priyansh Arya","off","bouncer",7,3,42.86
"Priyansh Arya","line","bouncer",7,22,314.29
"Priyansh Arya","leg","bouncer",4,6,150
"Quinton de Kock","off","yorker",43,61,141.86
"Quinton de Kock","line","yorker",31,34,109.68
"Quinton de Kock","leg","yorker",15,31,206.67
"Quinton de Kock","off","full",53,67,126.42
"Quinton de Kock","line","full",61,76,124.59
"Quinton de Kock","leg","full",17,22,129.41
"Quinton de Kock","off","length",73,93,127.4
"Quinton de Kock","line","length",83,119,143.37
"Quinton de Kock","leg","length",25,38,152
"Quinton de Kock","off","back of length",83,102,122.89
"Quinton de Kock","line","back of length",77,126,163.64
"Quinton de Kock","leg","back of length",28,48,171.43
"Quinton de Kock","off","short",46,78,169.57
"Quinton de Kock","line","short",40,61,152.5
"Quinton de Kock","leg","short",26,43,165.38
"Quinton de Kock","off","bouncer",24,17,70.83
"Quinton de Kock","line","bouncer",22,36,163.64
"Quinton de Kock","leg","bouncer",3,1,33.33
"Ravichandran Ashwin","off","yorker",21,19,90.48
"Ravichandran Ashwin","line","yorker",12,7,58.33
"Ravichandran Ashwin","leg","yorker",7,12,171.43
"Ravichandran Ashwin","off","full",18,21,116.67
"Ravichandran Ashwin","line","full",17,20,117.65
"Ravichandran Ashwin","leg","full",9,20,222.22
"Ravichandran Ashwin","off","length",41,57,139.02
"Ravichandran Ashwin","line","length",44,52,118.18
"Ravichandran Ashwin","leg","length",6,5,83.33
"Ravichandran Ashwin","off","back of length",24,49,204.17
"Ravichandran Ashwin","line","back of length",22,24,109.09
"Ravichandran Ashwin","leg","back of length",9,22,244.44
"Ravichandran Ashwin","off","short",15,16,106.67
"Ravichandran Ashwin","line","short",20,23,115
"Ravichandran Ashwin","leg","short",6,10,166.67
"Ravichandran Ashwin","off","bouncer",10,6,60
"Ravichandran Ashwin","line","bouncer",7,10,142.86
"Ravichandran Ashwin","leg","bouncer",2,4,200
"Rishi Dhawan","off","yorker",2,1,50
"Rishi Dhawan","line","yorker",1,0,0
"Rishi Dhawan","off","full",3,3,100
"Rishi Dhawan","line","full",9,10,111.11
"Rishi Dhawan","leg","full",3,4,133.33
"Rishi Dhawan","off","length",4,11,275
"Rishi Dhawan","line","length",7,2,28.57
"Rishi Dhawan","off","back of length",8,8,100
"Rishi Dhawan","line","back of length",6,5,83.33
"Rishi Dhawan","leg","back of length",1,4,400
"Rishi Dhawan","off","short",1,1,100
"Rishi Dhawan","line","short",2,1,50
"Rishi Dhawan","leg","short",2,6,300
"Rishi Dhawan","off","bouncer",1,1,100
"Rishi Dhawan","line","bouncer",2,0,0
"R Minz","off","yorker",2,2,100
"R Minz","line","yorker",1,0,0
"R Minz","off","length",3,0,0
"R Minz","line","length",2,1,50
"R Minz","leg","length",1,1,100
"R Minz","off","back of length",3,2,66.67
"R Minz","line","back of length",2,0,0
"R Minz","leg","back of length",1,0,0
"Riyan Parag","off","yorker",41,48,117.07
"Riyan Parag","line","yorker",43,49,113.95
"Riyan Parag","leg","yorker",13,25,192.31
"Riyan Parag","off","full",56,79,141.07
"Riyan Parag","line","full",66,118,178.79
"Riyan Parag","leg","full",22,34,154.55
"Riyan Parag","off","length",79,123,155.7
"Riyan Parag","line","length",113,181,160.18
"Riyan Parag","leg","length",39,61,156.41
"Riyan Parag","off","back of length",91,117,128.57
"Riyan Parag","line","back of length",66,118,178.79
"Riyan Parag","leg","back of length",38,58,152.63
"Riyan Parag","off","short",38,69,181.58
"Riyan Parag","line","short",50,56,112
"Riyan Parag","leg","short",16,20,125
"Riyan Parag","off","bouncer",23,32,139.13
"Riyan Parag","line","bouncer",22,41,186.36
"Riyan Parag","leg","bouncer",6,2,33.33
"Rovman Powell","off","yorker",15,31,206.67
"Rovman Powell","line","yorker",10,17,170
"Rovman Powell","leg","yorker",3,1,33.33
"Rovman Powell","off","full",22,36,163.64
"Rovman Powell","line","full",23,32,139.13
"Rovman Powell","leg","full",11,12,109.09
"Rovman Powell","off","length",28,67,239.29
"Rovman Powell","line","length",34,47,138.24
"Rovman Powell","leg","length",5,6,120
"Rovman Powell","off","back of length",24,39,162.5
"Rovman Powell","line","back of length",22,22,100
"Rovman Powell","leg","back of length",10,3,30
"Rovman Powell","off","short",8,9,112.5
"Rovman Powell","line","short",17,23,135.29
"Rovman Powell","leg","short",7,8,114.29
"Rovman Powell","off","bouncer",2,1,50
"Rovman Powell","line","bouncer",7,10,142.86
"Rovman Powell","leg","bouncer",2,1,50
"Rachin Ravindra","off","yorker",16,20,125
"Rachin Ravindra","line","yorker",7,16,228.57
"Rachin Ravindra","leg","yorker",3,3,100
"Rachin Ravindra","off","full",22,37,168.18
"Rachin Ravindra","line","full",18,17,94.44
"Rachin Ravindra","leg","full",10,18,180
"Rachin Ravindra","off","length",31,55,177.42
"Rachin Ravindra","line","length",33,57,172.73
"Rachin Ravindra","leg","length",8,11,137.5
"Rachin Ravindra","off","back of length",31,41,132.26
"Rachin Ravindra","line","back of length",38,65,171.05
"Rachin Ravindra","leg","back of length",9,8,88.89
"Rachin Ravindra","off","short",17,12,70.59
"Rachin Ravindra","line","short",21,30,142.86
"Rachin Ravindra","leg","short",8,5,62.5
"Rachin Ravindra","off","bouncer",6,7,116.67
"Rachin Ravindra","line","bouncer",5,9,180
"Rachin Ravindra","leg","bouncer",4,2,50
"R Sai Kishore","off","yorker",1,0,0
"R Sai Kishore","leg","yorker",1,0,0
"R Sai Kishore","off","full",4,7,175
"R Sai Kishore","off","length",3,8,266.67
"R Sai Kishore","off","back of length",3,0,0
"R Sai Kishore","line","back of length",2,2,100
"R Sai Kishore","leg","back of length",1,1,100
"R Sai Kishore","line","short",1,0,0
"Sanjay Yadav","line","short",1,0,0
"Sanjay Yadav","line","bouncer",1,0,0
"Romario Shepherd","off","yorker",5,11,220
"Romario Shepherd","line","yorker",4,2,50
"Romario Shepherd","off","full",3,9,300
"Romario Shepherd","line","full",13,30,230.77
"Romario Shepherd","leg","full",1,1,100
"Romario Shepherd","off","length",10,24,240
"Romario Shepherd","line","length",11,23,209.09
"Romario Shepherd","leg","length",4,6,150
"Romario Shepherd","off","back of length",5,10,200
"Romario Shepherd","line","back of length",13,43,330.77
"Romario Shepherd","leg","back of length",3,2,66.67
"Romario Shepherd","off","short",5,8,160
"Romario Shepherd","line","short",4,2,50
"Romario Shepherd","leg","short",5,10,200
"Romario Shepherd","leg","bouncer",1,4,400
"Rahul Tewatia","off","yorker",20,37,185
"Rahul Tewatia","line","yorker",17,25,147.06
"Rahul Tewatia","leg","yorker",4,17,425
"Rahul Tewatia","off","full",29,35,120.69
"Rahul Tewatia","line","full",27,41,151.85
"Rahul Tewatia","leg","full",7,5,71.43
"Rahul Tewatia","off","length",38,60,157.89
"Rahul Tewatia","line","length",58,90,155.17
"Rahul Tewatia","leg","length",12,20,166.67
"Rahul Tewatia","off","back of length",36,61,169.44
"Rahul Tewatia","line","back of length",49,69,140.82
"Rahul Tewatia","leg","back of length",12,18,150
"Rahul Tewatia","off","short",27,45,166.67
"Rahul Tewatia","line","short",24,22,91.67
"Rahul Tewatia","leg","short",9,18,200
"Rahul Tewatia","off","bouncer",14,18,128.57
"Rahul Tewatia","line","bouncer",6,9,150
"Rahul Tewatia","leg","bouncer",3,1,33.33
"Raj Bawa","off","yorker",2,1,50
"Raj Bawa","off","length",2,1,50
"Raj Bawa","line","length",1,2,200
"Raj Bawa","leg","length",2,2,100
"Raj Bawa","off","back of length",2,2,100
"Raj Bawa","line","back of length",2,0,0
"Raj Bawa","leg","back of length",1,3,300
"Raj Bawa","line","short",2,1,50
"Raj Bawa","leg","short",1,1,100
"Raj Bawa","off","bouncer",2,4,200
"Raj Bawa","line","bouncer",1,2,200
"Ravindra Jadeja","off","yorker",37,29,78.38
"Ravindra Jadeja","line","yorker",28,50,178.57
"Ravindra Jadeja","leg","yorker",10,22,220
"Ravindra Jadeja","off","full",42,51,121.43
"Ravindra Jadeja","line","full",39,59,151.28
"Ravindra Jadeja","leg","full",17,26,152.94
"Ravindra Jadeja","off","length",73,106,145.21
"Ravindra Jadeja","line","length",68,86,126.47
"Ravindra Jadeja","leg","length",21,27,128.57
"Ravindra Jadeja","off","back of length",75,101,134.67
"Ravindra Jadeja","line","back of length",70,98,140
"Ravindra Jadeja","leg","back of length",27,34,125.93
"Ravindra Jadeja","off","short",42,58,138.1
"Ravindra Jadeja","line","short",33,55,166.67
"Ravindra Jadeja","leg","short",22,24,109.09
"Ravindra Jadeja","off","bouncer",14,17,121.43
"Ravindra Jadeja","line","bouncer",19,25,131.58
"Ravindra Jadeja","leg","bouncer",4,6,150
"Rahul Tripathi","off","yorker",30,38,126.67
"Rahul Tripathi","line","yorker",32,41,128.12
"Rahul Tripathi","leg","yorker",12,10,83.33
"Rahul Tripathi","off","full",50,81,162
"Rahul Tripathi","line","full",44,52,118.18
"Rahul Tripathi","leg","full",18,15,83.33
"Rahul Tripathi","off","length",77,79,102.6
"Rahul Tripathi","line","length",82,146,178.05
"Rahul Tripathi","leg","length",32,57,178.12
"Rahul Tripathi","off","back of length",70,93,132.86
"Rahul Tripathi","line","back of length",67,87,129.85
"Rahul Tripathi","leg","back of length",34,61,179.41
"Rahul Tripathi","off","short",32,53,165.62
"Rahul Tripathi","line","short",23,29,126.09
"Rahul Tripathi","leg","short",13,21,161.54
"Rahul Tripathi","off","bouncer",18,36,200
"Rahul Tripathi","line","bouncer",9,5,55.56
"Rahul Tripathi","leg","bouncer",3,2,66.67
"Rahul Chahar","off","yorker",1,1,100
"Rahul Chahar","line","yorker",5,8,160
"Rahul Chahar","off","full",9,9,100
"Rahul Chahar","line","full",6,10,166.67
"Rahul Chahar","leg","full",5,7,140
"Rahul Chahar","off","length",13,9,69.23
"Rahul Chahar","line","length",9,1,11.11
"Rahul Chahar","leg","length",3,1,33.33
"Rahul Chahar","off","back of length",7,4,57.14
"Rahul Chahar","line","back of length",5,8,160
"Rahul Chahar","leg","back of length",3,8,266.67
"Rahul Chahar","off","short",5,1,20
"Rahul Chahar","line","short",8,8,100
"Rahul Chahar","leg","short",2,4,200
"Rahul Chahar","off","bouncer",6,11,183.33
"Rahul Chahar","line","bouncer",4,8,200
"Rahul Chahar","leg","bouncer",1,0,0
"Ruturaj Gaikwad","off","yorker",81,120,148.15
"Ruturaj Gaikwad","line","yorker",60,87,145
"Ruturaj Gaikwad","leg","yorker",17,35,205.88
"Ruturaj Gaikwad","off","full",87,116,133.33
"Ruturaj Gaikwad","line","full",91,121,132.97
"Ruturaj Gaikwad","leg","full",26,35,134.62
"Ruturaj Gaikwad","off","length",143,185,129.37
"Ruturaj Gaikwad","line","length",125,179,143.2
"Ruturaj Gaikwad","leg","length",31,48,154.84
"Ruturaj Gaikwad","off","back of length",124,156,125.81
"Ruturaj Gaikwad","line","back of length",135,168,124.44
"Ruturaj Gaikwad","leg","back of length",43,75,174.42
"Ruturaj Gaikwad","off","short",64,101,157.81
"Ruturaj Gaikwad","line","short",68,84,123.53
"Ruturaj Gaikwad","leg","short",30,55,183.33
"Ruturaj Gaikwad","off","bouncer",22,39,177.27
"Ruturaj Gaikwad","line","bouncer",30,38,126.67
"Ruturaj Gaikwad","leg","bouncer",12,21,175
"Ryan Rickelton","off","yorker",13,32,246.15
"Ryan Rickelton","line","yorker",9,20,222.22
"Ryan Rickelton","leg","yorker",4,8,200
"Ryan Rickelton","off","full",26,26,100
"Ryan Rickelton","line","full",20,35,175
"Ryan Rickelton","leg","full",10,9,90
"Ryan Rickelton","off","length",27,37,137.04
"Ryan Rickelton","line","length",36,46,127.78
"Ryan Rickelton","leg","length",11,24,218.18
"Ryan Rickelton","off","back of length",21,31,147.62
"Ryan Rickelton","line","back of length",22,25,113.64
"Ryan Rickelton","leg","back of length",14,13,92.86
"Ryan Rickelton","off","short",11,28,254.55
"Ryan Rickelton","line","short",14,17,121.43
"Ryan Rickelton","leg","short",8,14,175
"Ryan Rickelton","off","bouncer",7,13,185.71
"Ryan Rickelton","line","bouncer",3,9,300
"Ryan Rickelton","leg","bouncer",2,1,50
"Rohit Sharma","off","yorker",62,78,125.81
"Rohit Sharma","line","yorker",38,44,115.79
"Rohit Sharma","leg","yorker",22,31,140.91
"Rohit Sharma","off","full",69,71,102.9
"Rohit Sharma","line","full",89,76,85.39
"Rohit Sharma","leg","full",21,36,171.43
"Rohit Sharma","off","length",108,157,145.37
"Rohit Sharma","line","length",122,192,157.38
"Rohit Sharma","leg","length",41,44,107.32
"Rohit Sharma","off","back of length",119,215,180.67
"Rohit Sharma","line","back of length",111,133,119.82
"Rohit Sharma","leg","back of length",34,39,114.71
"Rohit Sharma","off","short",58,106,182.76
"Rohit Sharma","line","short",55,72,130.91
"Rohit Sharma","leg","short",35,77,220
"Rohit Sharma","off","bouncer",20,29,145
"Rohit Sharma","line","bouncer",24,22,91.67
"Rohit Sharma","leg","bouncer",10,13,130
"Richard Gleeson","leg","yorker",1,0,0
"Richard Gleeson","leg","length",1,2,200
"Reece Topley","line","yorker",2,1,50
"Reece Topley","leg","full",1,1,100
"Reece Topley","line","length",1,0,0
"Reece Topley","leg","length",1,1,100
"Reece Topley","line","short",1,0,0
"Ricky Bhui","line","yorker",1,1,100
"Ricky Bhui","off","full",1,0,0
"Ricky Bhui","off","length",2,1,50
"Ricky Bhui","line","length",2,0,0
"Ricky Bhui","off","back of length",1,0,0
"Ricky Bhui","line","back of length",1,0,0
"Ricky Bhui","off","short",1,1,100
"Rinku Singh","off","yorker",22,30,136.36
"Rinku Singh","line","yorker",31,51,164.52
"Rinku Singh","leg","yorker",8,16,200
"Rinku Singh","off","full",58,81,139.66
"Rinku Singh","line","full",61,79,129.51
"Rinku Singh","leg","full",12,20,166.67
"Rinku Singh","off","length",64,84,131.25
"Rinku Singh","line","length",83,116,139.76
"Rinku Singh","leg","length",24,46,191.67
"Rinku Singh","off","back of length",75,114,152
"Rinku Singh","line","back of length",81,130,160.49
"Rinku Singh","leg","back of length",36,42,116.67
"Rinku Singh","off","short",31,49,158.06
"Rinku Singh","line","short",30,43,143.33
"Rinku Singh","leg","short",23,28,121.74
"Rinku Singh","off","bouncer",14,36,257.14
"Rinku Singh","line","bouncer",24,52,216.67
"Rinku Singh","leg","bouncer",4,5,125
"Rajat Patidar","off","yorker",23,22,95.65
"Rajat Patidar","line","yorker",28,47,167.86
"Rajat Patidar","leg","yorker",8,19,237.5
"Rajat Patidar","off","full",53,102,192.45
"Rajat Patidar","line","full",47,65,138.3
"Rajat Patidar","leg","full",16,37,231.25
"Rajat Patidar","off","length",76,120,157.89
"Rajat Patidar","line","length",80,135,168.75
"Rajat Patidar","leg","length",29,44,151.72
"Rajat Patidar","off","back of length",91,135,148.35
"Rajat Patidar","line","back of length",58,83,143.1
"Rajat Patidar","leg","back of length",21,27,128.57
"Rajat Patidar","off","short",43,77,179.07
"Rajat Patidar","line","short",30,34,113.33
"Rajat Patidar","leg","short",18,31,172.22
"Rajat Patidar","off","bouncer",17,31,182.35
"Rajat Patidar","line","bouncer",14,20,142.86
"Rajat Patidar","leg","bouncer",6,11,183.33
"Riley Meredith","off","length",1,0,0
"Riley Meredith","off","back of length",1,0,0
"Riley Meredith","off","short",1,0,0
"Rishabh Pant","off","yorker",38,57,150
"Rishabh Pant","line","yorker",28,24,85.71
"Rishabh Pant","leg","yorker",18,29,161.11
"Rishabh Pant","off","full",56,70,125
"Rishabh Pant","line","full",40,43,107.5
"Rishabh Pant","leg","full",23,38,165.22
"Rishabh Pant","off","length",80,140,175
"Rishabh Pant","line","length",95,153,161.05
"Rishabh Pant","leg","length",27,31,114.81
"Rishabh Pant","off","back of length",80,132,165
"Rishabh Pant","line","back of length",66,104,157.58
"Rishabh Pant","leg","back of length",30,39,130
"Rishabh Pant","off","short",41,56,136.59
"Rishabh Pant","line","short",41,58,141.46
"Rishabh Pant","leg","short",19,27,142.11
"Rishabh Pant","off","bouncer",7,15,214.29
"Rishabh Pant","line","bouncer",17,22,129.41
"Rishabh Pant","leg","bouncer",8,17,212.5
"Rilee Rossouw","off","yorker",15,37,246.67
"Rilee Rossouw","line","yorker",14,23,164.29
"Rilee Rossouw","leg","yorker",2,7,350
"Rilee Rossouw","off","full",15,8,53.33
"Rilee Rossouw","line","full",15,24,160
"Rilee Rossouw","leg","full",6,9,150
"Rilee Rossouw","off","length",40,54,135
"Rilee Rossouw","line","length",29,66,227.59
"Rilee Rossouw","leg","length",12,11,91.67
"Rilee Rossouw","off","back of length",27,50,185.19
"Rilee Rossouw","line","back of length",25,30,120
"Rilee Rossouw","leg","back of length",7,24,342.86
"Rilee Rossouw","off","short",14,22,157.14
"Rilee Rossouw","line","short",15,21,140
"Rilee Rossouw","leg","short",7,14,200
"Rilee Rossouw","off","bouncer",6,8,133.33
"Rilee Rossouw","line","bouncer",6,7,116.67
"Rilee Rossouw","leg","bouncer",2,5,250
"Ripal Patel","off","yorker",1,0,0
"Ripal Patel","off","full",3,2,66.67
"Ripal Patel","line","full",7,3,42.86
"Ripal Patel","leg","full",2,2,100
"Ripal Patel","off","length",4,10,250
"Ripal Patel","line","length",8,11,137.5
"Ripal Patel","off","back of length",6,8,133.33
"Ripal Patel","line","back of length",8,13,162.5
"Ripal Patel","leg","back of length",1,0,0
"Ripal Patel","off","short",2,2,100
"Ripal Patel","line","short",2,2,100
"Ripal Patel","leg","short",1,2,200
"Ripal Patel","off","bouncer",1,0,0
"Robin Uthappa","off","yorker",7,13,185.71
"Robin Uthappa","line","yorker",4,9,225
"Robin Uthappa","leg","yorker",1,1,100
"Robin Uthappa","off","full",23,16,69.57
"Robin Uthappa","line","full",17,39,229.41
"Robin Uthappa","leg","full",2,0,0
"Robin Uthappa","off","length",19,31,163.16
"Robin Uthappa","line","length",23,22,95.65
"Robin Uthappa","leg","length",6,12,200
"Robin Uthappa","off","back of length",22,31,140.91
"Robin Uthappa","line","back of length",18,25,138.89
"Robin Uthappa","leg","back of length",7,4,57.14
"Robin Uthappa","off","short",7,12,171.43
"Robin Uthappa","line","short",7,1,14.29
"Robin Uthappa","leg","short",4,12,300
"Robin Uthappa","off","bouncer",1,0,0
"Robin Uthappa","line","bouncer",1,1,100
"Robin Uthappa","leg","bouncer",2,1,50
"Rahmanullah Gurbaz","off","yorker",14,15,107.14
"Rahmanullah Gurbaz","line","yorker",8,8,100
"Rahmanullah Gurbaz","leg","yorker",4,5,125
"Rahmanullah Gurbaz","off","full",29,31,106.9
"Rahmanullah Gurbaz","line","full",21,31,147.62
"Rahmanullah Gurbaz","leg","full",4,1,25
"Rahmanullah Gurbaz","off","length",38,55,144.74
"Rahmanullah Gurbaz","line","length",30,33,110
"Rahmanullah Gurbaz","leg","length",7,9,128.57
"Rahmanullah Gurbaz","off","back of length",32,53,165.62
"Rahmanullah Gurbaz","line","back of length",26,61,234.62
"Rahmanullah Gurbaz","leg","back of length",7,0,0
"Rahmanullah Gurbaz","off","short",13,21,161.54
"Rahmanullah Gurbaz","line","short",19,18,94.74
"Rahmanullah Gurbaz","leg","short",3,1,33.33
"Rahmanullah Gurbaz","off","bouncer",3,5,166.67
"Rahmanullah Gurbaz","line","bouncer",9,10,111.11
"Rahmanullah Gurbaz","leg","bouncer",3,6,200
"Ramandeep Singh","off","yorker",4,5,125
"Ramandeep Singh","line","yorker",6,8,133.33
"Ramandeep Singh","off","full",5,17,340
"Ramandeep Singh","line","full",17,30,176.47
"Ramandeep Singh","leg","full",2,4,200
"Ramandeep Singh","off","length",16,16,100
"Ramandeep Singh","line","length",19,31,163.16
"Ramandeep Singh","leg","length",4,4,100
"Ramandeep Singh","off","back of length",14,26,185.71
"Ramandeep Singh","line","back of length",15,27,180
"Ramandeep Singh","leg","back of length",5,1,20
"Ramandeep Singh","off","short",10,7,70
"Ramandeep Singh","line","short",5,13,260
"Ramandeep Singh","leg","short",6,3,50
"Ramandeep Singh","off","bouncer",5,13,260
"Ramandeep Singh","line","bouncer",3,7,233.33
"Ramandeep Singh","leg","bouncer",2,5,250
"Rashid Khan","off","yorker",8,14,175
"Rashid Khan","line","yorker",6,2,33.33
"Rashid Khan","leg","yorker",4,9,225
"Rashid Khan","off","full",12,19,158.33
"Rashid Khan","line","full",13,21,161.54
"Rashid Khan","leg","full",6,13,216.67
"Rashid Khan","off","length",25,56,224
"Rashid Khan","line","length",26,38,146.15
"Rashid Khan","leg","length",10,25,250
"Rashid Khan","off","back of length",27,39,144.44
"Rashid Khan","line","back of length",25,54,216
"Rashid Khan","leg","back of length",8,12,150
"Rashid Khan","off","short",12,18,150
"Rashid Khan","line","short",9,25,277.78
"Rashid Khan","leg","short",3,0,0
"Rashid Khan","off","bouncer",7,8,114.29
"Rashid Khan","line","bouncer",2,4,200
"Rashid Khan","leg","bouncer",1,6,600
"Rasikh Salam","off","yorker",1,0,0
"Rasikh Salam","line","yorker",1,0,0
"Rasikh Salam","off","full",4,4,100
"Rasikh Salam","line","full",2,5,250
"Rasikh Salam","leg","full",2,5,250
"Rasikh Salam","off","length",5,6,120
"Rasikh Salam","line","length",6,4,66.67
"Rasikh Salam","off","back of length",5,2,40
"Rasikh Salam","off","short",7,4,57.14
"Rasikh Salam","line","short",2,1,50
"Rasikh Salam","leg","short",1,4,400
"Ravi Bishnoi","off","yorker",1,0,0
"Ravi Bishnoi","line","yorker",1,0,0
"Ravi Bishnoi","leg","yorker",2,8,400
"Ravi Bishnoi","line","full",3,1,33.33
"Ravi Bishnoi","off","length",7,7,100
"Ravi Bishnoi","line","length",7,2,28.57
"Ravi Bishnoi","leg","length",2,0,0
"Ravi Bishnoi","off","back of length",6,0,0
"Ravi Bishnoi","line","back of length",7,6,85.71
"Ravi Bishnoi","leg","back of length",1,0,0
"Ravi Bishnoi","off","short",3,3,100
"Ravi Bishnoi","line","short",3,1,33.33
"Ravi Bishnoi","leg","short",2,2,100
"Ravi Bishnoi","off","bouncer",1,6,600
"Ravi Bishnoi","line","bouncer",3,0,0
"Ravi Bishnoi","leg","bouncer",1,1,100
"Shikhar Dhawan","off","yorker",38,51,134.21
"Shikhar Dhawan","line","yorker",24,32,133.33
"Shikhar Dhawan","leg","yorker",7,11,157.14
"Shikhar Dhawan","off","full",51,53,103.92
"Shikhar Dhawan","line","full",54,93,172.22
"Shikhar Dhawan","leg","full",25,32,128
"Shikhar Dhawan","off","length",92,109,118.48
"Shikhar Dhawan","line","length",94,114,121.28
"Shikhar Dhawan","leg","length",42,51,121.43
"Shikhar Dhawan","off","back of length",91,135,148.35
"Shikhar Dhawan","line","back of length",76,96,126.32
"Shikhar Dhawan","leg","back of length",24,33,137.5
"Shikhar Dhawan","off","short",40,32,80
"Shikhar Dhawan","line","short",41,58,141.46
"Shikhar Dhawan","leg","short",16,18,112.5
"Shikhar Dhawan","off","bouncer",21,32,152.38
"Shikhar Dhawan","line","bouncer",17,25,147.06
"Shikhar Dhawan","leg","bouncer",7,10,142.86
"Shivam Dube","off","yorker",42,55,130.95
"Shivam Dube","line","yorker",45,53,117.78
"Shivam Dube","leg","yorker",13,20,153.85
"Shivam Dube","off","full",85,124,145.88
"Shivam Dube","line","full",56,85,151.79
"Shivam Dube","leg","full",16,22,137.5
"Shivam Dube","off","length",122,152,124.59
"Shivam Dube","line","length",100,174,174
"Shivam Dube","leg","length",41,55,134.15
"Shivam Dube","off","back of length",101,173,171.29
"Shivam Dube","line","back of length",108,181,167.59
"Shivam Dube","leg","back of length",36,48,133.33
"Shivam Dube","off","short",51,113,221.57
"Shivam Dube","line","short",62,79,127.42
"Shivam Dube","leg","short",26,40,153.85
"Shivam Dube","off","bouncer",25,38,152
"Shivam Dube","line","bouncer",29,38,131.03
"Shivam Dube","leg","bouncer",8,10,125
"Shreyas Gopal","off","yorker",1,4,400
"Shreyas Gopal","off","length",3,1,33.33
"Shreyas Gopal","line","length",1,0,0
"Shreyas Gopal","leg","length",1,4,400
"Shreyas Gopal","line","short",1,0,0
"Sean Abbott","off","full",1,0,0
"Sean Abbott","off","length",1,6,600
"Sean Abbott","leg","length",1,0,0
"Sean Abbott","off","back of length",1,0,0
"Sean Abbott","leg","bouncer",1,1,100
"Suryakumar Yadav","off","yorker",54,84,155.56
"Suryakumar Yadav","line","yorker",39,66,169.23
"Suryakumar Yadav","leg","yorker",22,31,140.91
"Suryakumar Yadav","off","full",114,173,151.75
"Suryakumar Yadav","line","full",68,100,147.06
"Suryakumar Yadav","leg","full",38,55,144.74
"Suryakumar Yadav","off","length",125,235,188
"Suryakumar Yadav","line","length",132,270,204.55
"Suryakumar Yadav","leg","length",52,75,144.23
"Suryakumar Yadav","off","back of length",142,193,135.92
"Suryakumar Yadav","line","back of length",123,202,164.23
"Suryakumar Yadav","leg","back of length",39,60,153.85
"Suryakumar Yadav","off","short",68,111,163.24
"Suryakumar Yadav","line","short",62,111,179.03
"Suryakumar Yadav","leg","short",38,79,207.89
"Suryakumar Yadav","off","bouncer",19,33,173.68
"Suryakumar Yadav","line","bouncer",30,62,206.67
"Suryakumar Yadav","leg","bouncer",12,30,250
"Shubham Dubey","off","yorker",2,1,50
"Shubham Dubey","line","yorker",3,7,233.33
"Shubham Dubey","leg","yorker",2,4,200
"Shubham Dubey","off","full",7,11,157.14
"Shubham Dubey","line","full",6,18,300
"Shubham Dubey","leg","full",1,0,0
"Shubham Dubey","off","length",10,9,90
"Shubham Dubey","line","length",12,19,158.33
"Shubham Dubey","leg","length",3,8,266.67
"Shubham Dubey","off","back of length",10,20,200
"Shubham Dubey","line","back of length",9,8,88.89
"Shubham Dubey","leg","back of length",4,6,150
"Shubham Dubey","off","short",4,7,175
"Shubham Dubey","line","short",6,10,166.67
