"","player_name","team","games_played_window","avg_points_q1_per_game","avg_points_q2_per_game","avg_points_q3_per_game","avg_points_q4_per_game","avg_points_first_half_per_game","avg_points_second_half_per_game","points_per_game_last5","rebounds_per_game_last5","assists_per_game_last5","threes_made_per_game_last5","points_per_game_last10","rebounds_per_game_last10","assists_per_game_last10","threes_made_per_game_last10","points_per_game_last15","rebounds_per_game_last15","assists_per_game_last15","threes_made_per_game_last15"
"818","Trent Forrest","Hawks",74,1.08,1.36,0.95,1.07,2.45,2.01,3,1,3.5,0,2.67,0.6,2.33,0,2.5,0.8,3.25,0
"819","Trentyn Flowers","Clippers",1,0,0,0,9,0,9,0,0,0,0,3,0.4,0,0,3,0.33,0,0
"820","Trevelin Queen","Magic",39,0.38,0.97,1.36,3.82,1.36,5.18,15,1.4,2.5,3,8.5,1,1.25,1.5,6,0.8,0.86,0.86
"821","Trevon Scott","Cavaliers",1,0,0,0,6,0,6,3,0.67,0,0,3,0.67,0,0,3,0.67,0,0
"822","Trevor Ariza","Lakers",19,1,2.32,0.58,1,3.32,1.58,6,2.2,2,0,6,1.1,2,0,6,0.73,2,0
"823","Trevor Hudgins","Rockets",3,0,0,0,3,0,3,1,0,0,0.33,1.5,0,0.75,0.25,1.5,0,0.75,0.25
"824","Trevor Keels","Knicks",1,0,0,0,3,0,3,NA,0,NA,NA,1.5,0.1,0,0.5,1,0.17,0,0.33
"825","Trey Alexander","Nuggets",8,0.38,0,0,2,0.38,2,1,0,1,0,1.25,0.5,0.5,0,1.43,0.4,0.43,0.14
"826","Trey Burke","Mavericks",38,1.21,1.29,1.29,2.68,2.5,3.97,6.5,0,1,1,3.17,0.1,0.33,0.33,3.25,0.13,0.5,0.38
"827","Trey Jemison III","Lakers",47,1.64,1.06,1.47,1.43,2.7,2.89,2,2.4,0.2,0,3.1,3,0.3,0,3.5,2.6,0.29,0
"828","Trey Lyles","Kings",254,2.1,2.76,1.86,2.02,4.85,3.88,6.4,6.8,0.8,0.8,8.2,6.2,1.5,1.1,7.2,5.4,1.53,1
"829","Trey Murphy III","Pelicans",247,3.85,3.45,3.83,3.34,7.3,7.17,17,4,2,2,17.3,4.5,3.1,1.9,17.87,5,3.87,2.33
"830","Tristan Thompson","Cavaliers",115,0.98,1.48,0.95,1.73,2.46,2.68,3,1.2,0,0,2.33,1.5,0.33,0,1.75,1.27,0.25,0
"831","Tristan Vukcevic","Wizards",30,2.17,2.33,1.6,3.8,4.5,5.4,10,3.4,1.4,1,12,3,1.29,1.29,11,2.93,1.2,1.3
"832","Tristan da Silva","Magic",60,2.77,2.13,1.85,1.85,4.9,3.7,0,0.8,0.5,0,4.2,1,1,0.2,4.2,1.47,0.8,0.4
"833","Tristen Newton","Timberwolves",2,0,0,0,2.5,0,2.5,0,0,0,0,0,0.3,0.33,0,0,0.27,0.2,0
"834","Troy Brown Jr.","Pistons",175,1.73,1.34,1.51,1.73,3.07,3.25,5,3.4,1.2,1,4.5,3.8,1.3,0.8,4.53,3.73,1.2,0.73
"835","Ty Jerome","Cavaliers",160,1.89,3.05,1.96,2.94,4.94,4.89,8,1.6,2.6,0.8,12.3,2.2,3.7,1.7,13,1.93,3.67,1.4
"836","TyTy Washington Jr.","Suns",33,0.67,1.61,1.21,2.27,2.27,3.48,1,0,1,0.33,0.6,0,0.6,0.2,1.75,0.27,0.75,0.25
"837","Tyler Cook","Bulls",15,0.87,1.2,0.87,1.53,2.07,2.4,3,0.2,0,0,1,0.2,0,0,1.86,0.6,0,0
"838","Tyler Dorsey","Mavericks",1,0,0,0,9,0,9,0,0,0,0,3,0.22,0,0.33,3,0.22,0,0.33
"839","Tyler Herro","Heat",276,5.13,5.67,5.03,4.91,10.8,9.93,21.8,3.8,3,2.4,22.5,3.7,3.6,2.5,22.13,3.8,4,2.27
"840","Tyler Johnson","Spurs",5,1,0.6,1.2,0.6,1.6,1.8,3,0.8,1.5,1,2.83,1.33,1.17,0.83,2.83,1.33,1.17,0.83
"841","Tyler Kolek","Knicks",20,0.15,1.35,0.15,1.9,1.5,2.05,0,0,3,0,1,0.1,1,0.33,1,0.07,1,0.33
"842","Tyler Smith","Bucks",9,0.33,0.11,0.33,4.11,0.44,4.44,0,0,0,0,0,0,0,0,0,0.07,0,0
"843","Tyrell Terry","Grizzlies",1,0,0,0,2,0,2,1,0,0,0,1,0,0,0,1,0,0,0
"844","Tyrese Haliburton","Pacers",306,4.39,4.47,5.44,4.22,8.85,9.65,13.4,3.8,5.8,2.2,15.9,5.2,7.5,2.3,17.73,5.27,7.8,2.6
"845","Tyrese Martin","Nets",59,2.44,1.34,2.07,2.56,3.78,4.63,11,1.8,3.67,2,10.75,2.7,3.5,2,10.62,2.8,2.92,2
"846","Tyrese Maxey","76ers",288,5.3,5.49,5.79,5.46,10.8,11.25,NA,0,NA,NA,NA,0,NA,NA,16.8,0.6,5.8,1.4
"847","Tyrone Wallace","Pelicans",4,0.5,1.5,0.5,1.75,2,2.25,1.33,0.6,0,0,2.83,0.89,0.17,0.33,2.83,0.89,0.17,0.33
"848","Tyson Etienne","Nets",3,1,1.33,3.67,1,2.33,4.67,7,1.2,1,1.67,7,1.2,1,1.67,7,1.2,1,1.67
"849","Tyus Jones","Suns",295,2.97,2.92,2.71,2.04,5.89,4.75,9,2.6,2.4,2.2,10.5,2.3,3.1,2.8,9.4,2.07,3.53,2.47
"850","Udoka Azubuike","Suns",43,1.19,1.3,1.12,1.98,2.49,3.09,0,0,0,0,0,0,0,0,0.4,0.47,0,0
"851","Udonis Haslem","Heat",12,1.83,0.33,1.17,1.58,2.17,2.75,0,0,0,0,0,0,0,0,0,0,0,0
"852","Ulrich Chomche","Raptors",3,0,0,0,1.67,0,1.67,0.75,0.8,0.25,0,0.5,0.7,0.33,0,0.71,0.53,0.29,0
"853","Usman Garuba","Warriors",69,0.64,1.06,0.87,1.43,1.7,2.3,0.33,1,0.33,0,0.6,0.8,0.2,0,0.56,0.87,0.22,0
"854","Vasilije Micic","Suns",84,1.36,2.82,1.8,2.23,4.18,4.02,0,0.4,0,0,0,0.2,0,0,0,0.13,0,0
"855","Vernon Carey Jr.","Wizards",7,0.86,0.57,0.86,1.43,1.43,2.29,2,0.6,1,0,1,0.6,0.5,0,0.75,0.67,0.38,0
"856","Victor Oladipo","Grizzlies",66,2.03,3.12,2.12,3.77,5.15,5.89,7.67,1.4,0.67,0.67,12,1,2.5,2.33,11,0.93,2.5,2
"857","Victor Wembanyama","Team Chuck",119,5.74,5.48,5.4,5.46,11.22,10.87,16.6,8.8,2.4,1.6,20.3,10.3,2.7,2.1,20.4,10.67,2.87,2.4
"858","Vince Williams Jr.","Grizzlies",77,2.51,2.12,2.32,2.21,4.62,4.53,3.5,1.6,1.25,1,4.33,2.5,1.67,1,4.07,2.67,1.79,0.79
"859","Vit Krejci","Hawks",95,1.6,2.25,1.71,2,3.85,3.71,7,3,1.6,1.8,7.1,2.9,2.4,1.8,8.07,3.33,2.8,2.07
"860","Vlatko Cancar","Nuggets",57,1.49,2.07,1.37,1.72,3.56,3.09,NA,0,NA,NA,0,0.2,0,0,0,0.13,0,0
"861","Walker Kessler","Jazz",190,2.28,2.25,2.59,2.34,4.54,4.94,6,7.4,2.75,0.25,8.43,8,2.43,0.29,11.33,10.53,2.25,0.17
"862","Wayne Ellington","Lakers",40,0.75,2.15,1.43,2.8,2.9,4.23,11.33,1.8,0.33,2.33,11.33,0.9,0.33,2.33,8.5,0.93,1,2
"863","Wayne Selden","Knicks",1,0,1,0,4,1,4,2.5,0.2,0.5,0.5,2.5,0.1,0.5,0.5,2.5,0.07,0.5,0.5
"864","Wendell Carter Jr.","Magic",248,3.83,2.85,3.67,2.08,6.67,5.75,10.2,10.8,1.2,0.6,11.89,7.9,1.33,1,11.36,7.87,1.21,1
"865","Wendell Moore Jr.","Hornets",43,0.44,0.65,1.12,2.26,1.09,3.37,5.4,3.8,2,0.4,4.22,2.7,1.67,0.56,4.77,2.73,1.23,0.54
"866","Wenyen Gabriel","Grizzlies",88,1.7,1.5,1.43,1.42,3.2,2.85,0.4,2,0.2,0,2.12,2.5,0.38,0.12,1.8,1.87,0.3,0.1
"867","Wes Iwundu","Hawks",3,2.67,0,2,2.67,2.67,4.67,7.33,4.33,0,1,7.33,4.33,0,1,7.33,4.33,0,1
"868","Wesley Matthews","Hawks",125,0.99,1.5,1.38,1.1,2.5,2.47,0.67,0,0.67,0,2.67,0.7,1,0.33,3.64,1.13,0.82,0.91
"869","Will Barton","Raptors",121,3.36,3.17,3.29,2.49,6.53,5.78,7.8,1.6,1,1.8,5.4,2.1,1.1,1,4.93,1.67,1.07,0.93
"870","Willie Cauley-Stein","Rockets",9,1,0.67,1.67,0.44,1.67,2.11,NA,0,NA,NA,0,0.2,0.5,0,2.57,0.8,0.43,0.14
"871","Willy Hernangomez","Pelicans",80,2.46,1.58,2.17,2.75,4.04,4.92,NA,0,NA,NA,3,0.5,0.5,0,3.25,0.6,0.25,0.25
"872","Xavier Cooks","Wizards",6,0.83,0.5,0.67,4.33,1.33,5,6.8,6.4,1,0,4.22,3.6,0.67,0,3.8,3.17,0.6,0
"873","Xavier Moon","Clippers",16,0,1.12,0.69,4.31,1.12,5,5.5,2.4,3.5,0.5,4.4,1.3,2.8,0.4,2.67,1,1.89,0.22
"874","Xavier Sneed","Hornets",6,0.33,0,1.33,2,0.33,3.33,4.25,1,1.25,0.75,2.43,0.7,0.86,0.43,2.11,0.53,0.67,0.33
"875","Xavier Tillman","Celtics",176,1.45,1.35,1.52,1.93,2.8,3.45,2,0.6,0,0,2,0.3,0,0,1,0.2,0,0
"876","Yongxi Cui","Nets",2,0,0,0,1.5,0,1.5,1,0.4,0,0,0.67,0.2,0,0,0.5,0.13,0,0
"877","Yuki Kawamura","Grizzlies",6,0,0,0,4,0,4,0,0,0,0,0,0.1,0.5,0,1.67,0.33,1,0.33
"878","Yuri Collins","Warriors",1,0,0,0,2,0,2,0,0,0,0,0.25,0.38,0.5,0,0.25,0.38,0.5,0
"879","Yuta Watanabe","Grizzlies",104,0.84,1.41,1.35,2.26,2.25,3.61,0,0.4,1,0,2.6,0.9,1,0.2,2.5,0.6,0.62,0.25
"880","Yves Missi","Pelicans",64,2.88,1.91,2.89,1.83,4.78,4.72,11.25,6.8,1.75,0,10.86,6.1,1.14,0,11.17,5.67,1.25,0
"881","Yves Pons","Grizzlies",4,0,0,0,3.25,0,3.25,2.67,1.2,0.33,0.67,1.67,0.7,0.17,0.33,1.67,0.47,0.17,0.33
"882","Zaccharie Risacher","Hawks",69,3.61,2.61,3.52,1.97,6.22,5.49,10.4,2.4,1,1,12.3,3.1,1.2,1.6,11.8,3.47,1.07,1.67
"883","Zach Collins","Bulls",210,2.91,2.76,2.31,2.04,5.68,4.35,5.6,7.4,2.8,0.4,7.4,6,2.1,0.4,7.53,6.73,2.13,0.67
"884","Zach Edey","Grizzlies",67,2.76,2.22,2.42,1.72,4.99,4.13,7.8,9.6,1.8,0,9.6,11.4,1.4,0,9.33,9.6,1.4,0
"885","Zach LaVine","Kings",243,5.71,5.6,6.62,5.73,11.31,12.35,27.2,2.8,4.4,4.8,23.3,2.9,4,3.5,23.33,3.27,3.8,3.47
"886","Zavier Simpson","Grizzlies",10,2,2.1,1.7,2.8,4.1,4.5,8,3.4,3.6,1,7.38,2.9,4,0.75,7.82,3.15,5,0.55
"887","Zeke Nnaji","Nuggets",158,0.95,1.73,0.91,2.16,2.68,3.07,0,0.4,0,0,1.2,0.6,0.4,0.2,1.17,0.47,0.33,0.17
"888","Ziaire Williams","Nets",198,2.29,2.41,2.18,2.14,4.71,4.32,6.67,2.2,1.33,1,11.71,2.9,1.14,2.43,11.58,3.4,1.33,2.42
"889","Zion Williamson","Pelicans",130,5.39,5.98,6.43,6.21,11.37,12.64,24.2,6.2,6.2,0,25.44,6.1,6.67,0,25.46,6.13,5.85,0.08
